origin,citation
US-10491534-B2,US-2016104346-A1
US-10520938-B2,US-2016068264-A1
US-10554783-B2,US-9230292-B2
US-10554783-B2,US-2016321771-A1
US-10582854-B2,US-2016321222-A1
KR-20180106007-A,KR-20160009163-A
US-10320866-B2,US-2016267403-A1
US-10255082-B2,US-2016267576-A1
US-10261325-B2,US-2016253843-A1
US-10095549-B1,US-9275408-B1
US-10212306-B1,US-2016063611-A1
US-10308476-B2,US-2016304312-A1
US-10230564-B1,US-2016234201-A1
US-10282409-B2,US-2016026918-A1
US-10282409-B2,US-2016140519-A1
US-10240914-B2,US-2016171597-A1
US-10240914-B2,US-2016189288-A1
US-10240914-B2,US-2016189284-A1
US-10395236-B2,US-9390413-B2
US-10439913-B2,US-9361637-B2
US-10439913-B2,US-2016300201-A1
US-10572758-B1,US-9365188-B1
US-10572758-B1,US-2016180428-A1
US-10601835-B2,US-9311656-B2
US-10437885-B2,US-9330411-B2
US-10482461-B2,US-2016005028-A1
US-10482461-B2,US-9305310-B2
US-10482461-B2,US-2016104228-A1
US-10482461-B2,US-9324067-B2
US-10482461-B2,US-2016253665-A1
US-10482461-B2,US-9483763-B2
KR-20190090133-A,KR-20160069486-A
KR-20190090133-A,KR-20160118195-A
US-10057627-B2,US-2016275588-A1
US-10069840-B2,US-2016027079-A1
US-10372922-B2,US-9400979-B2
US-10262265-B2,US-2016154641-A1
US-10262265-B2,WO-2016099447-A1
US-10262265-B2,US-2016294961-A1
US-10104199-B2,US-2016012505-A1
US-10043102-B1,US-9311554-B2
US-10015478-B1,US-2016180441-A1
US-10255545-B2,US-2016239735-A1
US-10255545-B2,US-2016307085-A1
US-10255545-B2,US-2016335529-A1
US-10255545-B2,US-2016342877-A1
US-10255545-B2,US-2016342880-A1
US-10255545-B2,US-2016342878-A1
US-10255545-B2,US-2016342876-A1
US-10255545-B2,US-2016342879-A1
US-10394420-B2,US-9348898-B2
US-10394420-B2,KR-20160064447-A
US-10394420-B2,US-2016196244-A1
US-10424022-B2,US-2016086391-A1
US-10540872-B2,US-2016239796-A1
US-10540872-B2,US-2016308952-A1
US-10417405-B2,US-2016125071-A1
US-10417405-B2,US-2016284005-A1
US-10417405-B2,US-9502025-B2
US-10462242-B2,US-9338242-B1
US-10467678-B2,US-9230276-B2
US-10467678-B2,US-9514488-B2
US-10379621-B2,US-9230160-B1
US-10496675-B1,US-2016335686-A1
US-10580084-B1,US-2016371788-A1
US-10412037-B2,US-2016155171-A1
US-10440101-B2,US-2016050203-A1
US-10523708-B1,US-9324067-B2
US-10547731-B2,US-2016212178-A1
US-10018466-B2,US-2016076884-A1
US-10018466-B2,US-2016260150-A1
US-10360798-B2,US-9384491-B1
US-10103936-B2,US-2016300201-A1
US-10254941-B2,US-2016171354-A1
US-10341478-B2,US-2016346494-A1
KR-20190111548-A,KR-101596632-B1
KR-20190111548-A,KR-20160028454-A
KR-20160015351-A,KR-101609909-B1
US-10424171-B2,US-9530137-B2
US-10262292-B1,US-9269103-B1
US-10001722-B2,US-2016292772-A1
US-10069649-B2,US-2016364588-A1
US-10157532-B2,US-2016086460-A1
US-10235652-B2,US-9524368-B2
US-10374803-B2,US-9355420-B2
TW-I674544-B,CN-106097044-A
US-10282237-B1,US-2016232540-A1
US-10470526-B1,US-9514487-B2
US-10422714-B2,US-2016350819-A1
US-10580054-B2,US-2016321726-A1
US-2016314402-A1,US-2016026918-A1
US-2017098138-A1,US-2016314377-A1
US-2018116538-A1,US-2016028717-A1
US-2017200177-A1,US-2016328692-A1
US-2018005294-A1,US-2016162971-A1
US-2018005294-A1,US-2016335692-A1
US-2017257740-A1,US-2016071325-A1
KR-102052270-B1,JP-2016004442-A
US-10147325-B1,US-2016171574-A1
US-10147325-B1,US-9426225-B2
US-10147325-B1,US-2016320195-A1
US-10147325-B1,US-2016321566-A1
US-10178158-B1,US-2016110795-A1
US-10185327-B1,US-9282430-B1
US-10185327-B1,US-2016092962-A1
US-10185327-B1,US-9317983-B2
US-10185327-B1,US-9384491-B1
US-10394833-B1,US-9390168-B1
US-10304047-B2,US-9530137-B2
US-10306403-B2,US-9311685-B2
US-10311422-B2,US-2016171486-A1
US-10175492-B2,US-2016253843-A1
KR-20180106854-A,KR-20160041263-A
US-10395128-B2,US-2016005028-A1
US-10395128-B2,US-9305310-B2
US-10395128-B2,US-2016104228-A1
US-10395128-B2,US-9324067-B2
US-10395128-B2,US-2016253665-A1
US-10395128-B2,US-9483763-B2
US-10395128-B2,JP-6023162-B2
US-10417385-B2,US-2016098676-A1
US-10535054-B1,US-2016019614-A1
US-10535054-B1,US-2016180328-A1
US-10477349-B2,US-2016189193-A1
US-2017031369-A1,US-2016068264-A1
US-2018060771-A1,US-2016358122-A1
US-2016282854-A1,US-2016078403-A1
US-2016184998-A1,US-9367770-B2
US-2017278088-A1,US-2016035013-A1
US-2017278088-A1,US-2016048821-A1
US-10491479-B2,US-2016292636-A1
US-10416309-B2,US-2016034733-A1
US-10416309-B2,US-2016092847-A1
US-10516755-B2,US-9400875-B1
US-10084669-B2,US-2016019636-A1
US-10084669-B2,US-2016065417-A1
US-10136168-B2,US-9360945-B2
US-10163025-B2,US-9365188-B1
US-10163025-B2,US-2016180428-A1
US-10168168-B2,US-2016034845-A1
US-10168168-B2,US-2016171574-A1
US-10210417-B2,US-9365188-B1
US-10210417-B2,US-2016180428-A1
US-10250950-B2,US-2016335652-A1
US-10296898-B2,US-9449315-B2
US-10341344-B2,US-9378500-B2
US-10341344-B2,US-9390384-B2
US-10341344-B2,US-2016203487-A1
US-10341344-B2,US-9412123-B2
US-10341344-B2,US-2016246581-A1
RU-2658893-C1,US-2016148125-A1
US-10042359-B1,US-9282430-B1
US-10042359-B1,US-2016092962-A1
US-10042359-B1,US-9317983-B2
US-10042359-B1,US-9384491-B1
US-10063501-B2,US-2016269330-A1
US-10063501-B2,US-2016285816-A1
US-10069781-B2,US-2016171432-A1
US-10069781-B2,US-2016225045-A1
US-10069781-B2,US-2016364790-A1
US-10218529-B2,US-2016070276-A1
KR-20190079311-A,KR-20160019576-A
US-10334072-B2,US-2016155181-A1
US-10223683-B1,US-9317846-B2
KR-101978725-B1,KR-20160049170-A
US-2017090272-A1,US-2016028945-A1
US-2017140366-A1,US-2016275483-A1
US-2017140366-A1,US-2016275482-A1
KR-20170128142-A,KR-101603516-B1
US-10366378-B1,US-9466055-B2
US-10320748-B2,US-9235856-B2
US-10320748-B2,US-2016012447-A1
KR-101981470-B1,KR-101611330-B1
KR-20180065654-A,KR-101621250-B1
KR-20190141396-A,KR-20160141954-A
KR-102052911-B1,KR-101596393-B1
US-10366457-B2,US-2016027124-A1
US-10463957-B2,US-2016094720-A1
US-10545491-B2,US-9454758-B2
US-2016335339-A1,US-2016071182-A1
US-2016335339-A1,US-2016140643-A1
US-2016239828-A1,US-9430787-B2
US-2017228804-A1,US-2016210682-A1
US-2017330256-A1,US-2016055563-A1
US-2017169695-A1,US-2016180440-A1
US-2018048176-A1,US-2016300547-A1
US-10467827-B2,US-9346365-B1
US-10467827-B2,US-9434270-B1
US-10467827-B2,US-2016375780-A1
US-10548068-B2,US-2016171486-A1
US-10467998-B2,US-2016292771-A1
US-10467998-B2,US-2016328409-A1
US-10484745-B2,US-2016110041-A1
US-10108911-B2,US-9251544-B2
US-10140365-B2,US-2016110830-A1
US-10140365-B2,US-2016110829-A1
US-10332117-B2,US-2016125500-A1
US-10269011-B2,US-9324067-B2
US-10269011-B2,US-2016125386-A1
US-10269011-B2,US-2016125394-A1
US-10269011-B2,US-2016125414-A1
US-10269011-B2,US-9390413-B2
US-10269011-B2,US-9454758-B2
US-10269011-B2,US-9508073-B2
US-10334462-B2,US-2016300201-A1
US-10412373-B2,US-2016381348-A1
US-10183480-B2,EP-3048570-A1
US-2018322418-A1,US-2016358234-A1
US-2017264486-A1,US-2016019636-A1
US-2017357318-A1,US-2016342973-A1
US-10482226-B1,US-9282430-B1
US-10482226-B1,US-2016092962-A1
US-10482226-B1,US-9317983-B2
US-10482226-B1,US-9384491-B1
US-10555014-B2,US-9292866-B2
US-10440130-B2,US-2016161138-A1
US-10446142-B2,US-9245231-B2
US-10586263-B2,US-2016335692-A1
US-10589719-B1,US-9365188-B1
US-10581765-B2,US-2016125460-A1
US-2016088707-A1,US-2016109954-A1
US-2016140529-A1,US-2016217428-A1
US-2016165661-A1,US-9459622-B2
US-2018220171-A1,US-2016092781-A1
US-2017091891-A1,US-2016232627-A1
US-2018196584-A1,US-2016066140-A1
US-2017228596-A1,US-2016110799-A1
US-2018285784-A1,US-2016125502-A1
US-2016226870-A1,US-2016087838-A1
US-2016034124-A1,US-2016171486-A1
US-2018102955-A1,US-2016284009-A1
US-2017075646-A1,US-2016104232-A1
US-2017337554-A1,US-2016066140-A1
US-2017295114-A1,US-2016284005-A1
US-2017295114-A1,US-2016285790-A1
US-2017295114-A1,US-2016285816-A1
US-2017295114-A1,US-2016284011-A1
US-2017337513-A1,US-2016062972-A1
US-2018068400-A1,US-2016292801-A1
US-2017372392-A1,US-2016063483-A1
US-2017372392-A1,US-2016125492-A1
US-10489457-B1,US-2016335686-A1
US-10572718-B2,JP-6055160-B1
US-10586226-B2,US-9229905-B1
US-10592962-B1,US-2016148302-A1
US-10085151-B1,US-2016109954-A1
US-10009767-B2,US-2016132883-A1
US-10126579-B2,US-2016335705-A1
US-10192130-B2,US-9365188-B1
US-10192130-B2,US-2016180428-A1
US-10248109-B2,US-2016086258-A1
US-10339474-B2,US-2016034845-A1
US-10373133-B2,US-9530137-B2
KR-102026937-B1,KR-20160147376-A
US-10437575-B2,WO-2016025495-A1
US-10575155-B1,US-9288270-B1
US-10598520-B2,US-2016189440-A1
US-10431214-B2,US-2016078504-A1
US-10431214-B2,WO-2016044290-A1
US-10431214-B2,US-9502025-B2
US-2019172114-A1,US-2016117749-A1
US-10237329-B1,US-2016105432-A1
US-10248913-B1,US-2016321771-A1
US-10021094-B2,US-2016379205-A1
US-10046100-B2,US-2016239637-A1
US-10112114-B2,US-9238171-B2
US-10135295-B2,US-2016005068-A1
US-2017091062-A1,US-2016189440-A1
US-2016142405-A1,US-2016065570-A1
US-9706331-B2,US-2016210578-A1
US-9867063-B2,US-2016353351-A1
WO-2019237276-A1,CN-105976231-A
WO-2018138655-A1,WO-2016170445-A2
WO-2017180518-A1,US-2016063606-A1
WO-2018105806-A1,KR-101608029-B1
US-9824310-B2,WO-2016089965-A1
US-9928533-B2,US-9275409-B2
US-9953308-B2,US-2016110695-A1
US-9953308-B2,US-2016275483-A1
US-9953308-B2,US-2016275482-A1
US-D830845-S,US-2016207045-A1
WO-2018140156-A1,US-2016030834-A1
WO-2018108289-A1,US-2016125519-A1
WO-2018163351-A1,WO-2016108262-A1
WO-2019074473-A1,US-2016044173-A1
WO-2019140126-A1,US-2016259340-A1
WO-2018220443-A1,US-9491586-B2
WO-2019090438-A1,US-2016300078-A1
WO-2017214816-A1,CN-105447741-A
US-2017060231-A1,US-2016317074-A1
US-10600261-B2,US-2016189115-A1
US-10541828-B2,US-2016048760-A1
US-10558907-B2,US-2016167608-A1
US-2016068383-A1,US-2016244311-A1
US-2016253828-A1,US-2016253084-A1
US-10601494-B2,US-9443417-B2
US-10455031-B2,US-2016012513-A1
US-10459958-B2,US-2016323279-A1
US-10459958-B2,US-2016330567-A1
US-10459958-B2,US-2016337799-A1
US-10459958-B2,US-2016342992-A1
US-10459958-B2,US-2016359665-A1
US-10530780-B2,US-2016110721-A1
US-2017073987-A1,US-2016260161-A1
US-2017073987-A1,US-2016266771-A1
US-2016192135-A1,US-9338125-B2
US-2016267610-A1,US-2016042478-A1
US-2016371543-A1,US-2016063611-A1
US-2017169264-A1,US-2016149767-A1
US-2018272612-A1,US-2016151861-A1
US-2017180809-A1,US-9402101-B2
US-2019179907-A1,US-9402101-B2
US-2017330187-A1,US-2016342966-A1
US-2017132860-A1,US-2016140649-A1
US-10499249-B1,US-9384498-B1
US-10580026-B2,US-2016284014-A1
US-10474737-B1,US-9282200-B2
US-10222469-B1,US-9230160-B1
US-10127456-B2,US-2016275534-A1
US-10043185-B2,US-2016005028-A1
US-10043185-B2,US-9305310-B2
US-10043185-B2,US-2016104228-A1
US-10043185-B2,US-9324067-B2
US-10043185-B2,US-2016253665-A1
US-10043185-B2,US-9483763-B2
US-10078330-B2,US-2016104111-A1
US-10095403-B2,US-2016259464-A1
US-10293624-B2,US-2016171597-A1
US-10293624-B2,US-2016189284-A1
US-10293624-B2,US-2016189288-A1
KR-20190041957-A,KR-101635922-B1
US-10360466-B2,US-2016225053-A1
US-10575052-B2,US-2016275588-A1
US-10545024-B1,US-9282430-B1
US-10545024-B1,US-2016092962-A1
US-10545024-B1,US-9317983-B2
US-10545024-B1,US-9384491-B1
US-10596761-B2,US-9443263-B1
US-2016224664-A1,US-2016004711-A1
US-2017031639-A1,US-2016086258-A1
US-2016106236-A1,US-2016035012-A1
US-2016106236-A1,US-2016187189-A1
US-2016255401-A1,US-9344773-B2
US-10482424-B2,US-9336547-B2
US-10498044-B2,US-9443417-B2
US-10535103-B1,US-2016088286-A1
US-2018267943-A1,US-2016188620-A1
US-10019723-B2,US-2016292737-A1
US-10315884-B2,US-2016304312-A1
US-10339525-B2,US-9235857-B2
US-10339525-B2,US-2016098721-A1
KR-101991751-B1,KR-20160061572-A
US-2017031634-A1,US-2016086258-A1
US-2018046344-A1,US-9412117-B2
US-2018046344-A1,US-2016350732-A1
US-2017300791-A1,US-9317794-B2
US-2017300791-A1,US-9384435-B2
US-2017300791-A1,US-9396423-B2
US-2017325056-A1,US-9384491-B1
US-2017286892-A1,US-2016068264-A1
US-2017300038-A1,US-2016086258-A1
US-2016149770-A1,US-2016019636-A1
US-10404543-B2,US-2016071325-A1
US-10572281-B1,US-2016104229-A1
US-10579458-B2,US-2016247377-A1
US-10399369-B2,US-2016171597-A1
US-10399369-B2,US-2016189288-A1
US-10399369-B2,US-2016189284-A1
US-10452748-B2,US-2016321278-A1
US-10470241-B2,US-2016307449-A1
US-10445345-B2,US-9311046-B1
US-10515353-B2,US-2016027013-A1
US-10579784-B2,US-2016174044-A1
US-10559078-B2,US-9349076-B1
US-2016189242-A1,US-9501519-B1
US-2016371546-A1,US-2016027067-A1
US-2016371546-A1,US-2016225053-A1
US-2016325962-A1,US-2016304312-A1
US-2016159634-A1,US-2016027132-A1
US-10419799-B2,US-9374411-B1
US-10419799-B2,US-2016180427-A1
US-10453022-B2,US-2016027307-A1
US-10453022-B2,US-2016068264-A1
US-10453022-B2,US-9359074-B2
US-10453022-B2,US-9373136-B2
US-10453022-B2,US-2016185466-A1
US-10453022-B2,US-9459622-B2
US-10453022-B2,US-2016307449-A1
US-10453022-B2,US-2016306355-A1
US-10512282-B2,EP-3023947-A1
US-10512282-B2,US-2016260156-A1
US-10512282-B2,US-2016363917-A1
US-10575427-B2,US-2016241289-A1
US-10467676-B2,US-9324104-B1
US-10467676-B2,US-9412203-B1
US-10467676-B2,US-9465873-B1
US-10467676-B2,US-9466079-B2
US-10467676-B2,US-2016343058-A1
US-10467676-B2,US-2016364783-A1
US-10503377-B2,US-9338242-B1
US-10503377-B2,US-2016148299-A1
US-10503377-B2,US-2016148126-A1
US-10503377-B2,US-2016148127-A1
US-10503377-B2,US-2016150372-A1
US-10586036-B2,US-2016174044-A1
US-10482751-B1,US-2016092959-A1
US-10498856-B1,US-2016335686-A1
US-10460239-B2,US-2016110524-A1
US-2017295177-A1,US-2016109954-A1
US-2018282066-A1,US-2016244262-A1
US-2018199156-A1,US-2016300078-A1
US-2017126781-A1,US-2016189267-A1
US-2017105052-A1,US-2016189268-A1
US-2017105052-A1,US-2016260069-A1
US-2016078419-A1,US-2016171486-A1
US-2017124187-A1,US-2016365936-A1
US-2017068738-A1,US-2016092781-A1
US-2018234798-A1,US-2016223339-A1
US-2018137107-A1,US-2016350885-A1
US-2018026984-A1,US-2016065417-A1
US-2017039633-A1,US-2016291807-A1
US-2018165483-A1,US-2016140526-A1
US-2018165483-A1,US-9495851-B1
US-2018098102-A1,US-2016044385-A1
US-2018098102-A1,US-2016212178-A1
US-2018335783-A1,US-2016092976-A1
US-2019057209-A1,US-2016027307-A1
US-2019057209-A1,US-2016048831-A1
US-2018357278-A1,US-2016132953-A1
US-2018361974-A1,US-2016110595-A1
US-10440023-B2,US-9390450-B1
US-10480951-B2,US-2016223347-A1
US-10510194-B2,US-2016343177-A1
US-10474688-B2,US-9326026-B2
US-10474688-B2,US-9330411-B2
US-10474945-B2,US-9256881-B2
US-10339695-B2,US-2016189003-A1
US-10142184-B2,US-9438444-B1
US-10136250-B2,US-2016086460-A1
US-10136250-B2,US-9351114-B2
US-10304123-B2,US-2016071219-A1
US-10304123-B2,US-2016070920-A1
US-10304123-B2,US-2016070614-A1
US-10304123-B2,US-2016071148-A1
US-10304123-B2,US-2016071183-A1
US-10304123-B2,US-2016072891-A1
US-10304123-B2,US-2016070276-A1
US-10304123-B2,US-2016071184-A1
US-10341790-B2,US-2016350821-A1
US-2018018629-A1,US-2016328781-A1
US-2017041084-A1,US-9317835-B2
US-2017032304-A1,US-2016117757-A1
US-10515116-B2,US-2016350834-A1
US-2017094704-A1,US-2016232534-A1
US-2017061339-A1,US-9294236-B1
US-2017161253-A1,US-2016104219-A1
US-2017161253-A1,US-2016335688-A1
US-2018123906-A1,US-2016357183-A1
US-2017352103-A1,US-9282430-B1
US-2016189276-A1,US-2016063610-A1
US-2016078682-A1,US-2016330380-A1
US-2017011254-A1,US-2016379176-A1
US-10419816-B2,US-2016275588-A1
US-10510062-B2,US-2016050203-A1
US-10552793-B2,US-2016104225-A1
US-10552793-B2,US-2016307246-A1
US-10574715-B2,US-2016071325-A1
US-10595039-B2,US-9449412-B1
US-10416874-B2,US-2016063611-A1
US-10182157-B2,US-9324080-B2
US-10366122-B2,US-2016109954-A1
US-10012992-B2,US-2016259339-A1
US-10229444-B2,US-9240984-B2
US-10403270-B1,US-2016140526-A1
US-10403270-B1,US-2016292773-A1
US-10064062-B2,US-2016055469-A1
KR-101979357-B1,KR-101661588-B1
US-2017213185-A1,US-2016140526-A1
US-2017301007-A1,US-2016244311-A1
US-2017091194-A1,US-2016026918-A1
US-2017046669-A1,US-2016093216-A1
US-2016335796-A1,US-9280852-B2
US-10425422-B1,US-2016142501-A1
US-10430849-B1,US-2016125506-A1
US-10499191-B1,US-2016320195-A1
US-10134278-B1,US-9282430-B1
US-10134278-B1,US-2016092962-A1
US-10134278-B1,US-9317983-B2
US-10134278-B1,US-9384491-B1
US-10062079-B2,US-9530137-B2
US-10192114-B2,US-9365188-B1
US-10192114-B2,US-2016180428-A1
US-10241807-B2,US-2016041820-A1
US-10257731-B2,US-2016300547-A1
US-10282417-B2,US-2016071149-A1
KR-20190118737-A,KR-20160098865-A
KR-101939473-B1,KR-101609521-B1
KR-102059753-B1,KR-101638897-B1
US-2017061767-A1,US-2016335686-A1
US-2017026778-A1,US-9365188-B1
KR-20180065184-A,KR-20160103470-A
TW-I642017-B,TW-I539395-B
KR-101896073-B1,KR-101691187-B1
US-10062098-B2,US-2016110774-A1
US-10095895-B2,US-9373237-B1
US-10140650-B2,US-2016062972-A1
US-10171947-B2,US-2016047662-A1
US-10213810-B2,US-2016267565-A1
US-10320782-B2,US-9485251-B2
US-10360800-B2,US-2016039426-A1
US-10372963-B2,US-9324067-B2
US-10372963-B2,US-2016253665-A1
US-10372963-B2,US-9483763-B2
US-10558793-B2,US-2016065570-A1
US-10068703-B1,US-2016005068-A1
US-10050899-B2,US-2016203534-A1
US-10178473-B2,US-2016110659-A1
US-2016364223-A1,US-2016072891-A1
US-2018018333-A1,US-2016012507-A1
US-2017300979-A1,US-2016328766-A1
US-2017148222-A1,US-9412203-B1
US-2018310345-A1,US-9280849-B2
US-2018307296-A1,US-2016034983-A1
US-2018285854-A1,US-2016155187-A1
US-2018238701-A1,US-2016371787-A1
US-2016273914-A1,US-2016019538-A1
US-2016189173-A1,US-9483730-B2
US-10163327-B1,US-9282430-B1
US-10163327-B1,US-2016092962-A1
US-10163327-B1,US-9384491-B1
US-10356318-B1,US-2016042416-A1
US-10068245-B2,US-2016371762-A1
US-10075825-B2,US-2016092576-A1
US-10083321-B2,US-2016078350-A1
US-10090909-B2,US-9359074-B2
US-10090909-B2,US-2016342934-A1
US-10331947-B2,US-2016092557-A1
US-10394234-B2,US-2016259345-A1
US-10404107-B2,US-9502909-B2
TW-I665469-B,CN-105493138-A
US-10419420-B2,US-2016262017-A1
US-10419737-B2,US-2016381348-A1
US-10592961-B1,US-2016048897-A1
US-10484325-B2,US-2016063608-A1
US-10482120-B2,US-2016171581-A1
US-10510304-B2,US-2016335705-A1
US-2016117305-A1,US-9332137-B2
US-2017132648-A1,US-2016012453-A1
US-2016328611-A1,US-2016027014-A1
US-2016328611-A1,US-9311654-B1
US-2018137457-A1,US-2016171432-A1
US-2018137457-A1,US-2016379291-A1
US-10430995-B2,US-9412203-B1
US-10481777-B2,US-9229905-B1
US-10467536-B1,US-2016119282-A1
US-10467536-B1,US-2016239900-A1
US-10467536-B1,US-2016239899-A1
US-10572785-B2,US-2016071000-A1
US-10572785-B2,US-9317794-B2
US-10572785-B2,US-9384435-B2
US-10572785-B2,US-9396423-B2
US-10572785-B2,US-2016275390-A1
US-10572785-B2,US-2016292554-A1
US-10572785-B2,US-2016371576-A1
US-10528929-B2,US-9324002-B2
KR-20190104663-A,KR-101689476-B1
US-10356738-B2,US-2016286410-A1
US-10402899-B2,US-9262754-B1
US-10091628-B2,US-2016357373-A1
US-10021344-B2,US-2016210602-A1
US-10402841-B2,US-9305310-B2
US-10147134-B2,US-2016117863-A1
US-10147134-B2,US-9336541-B2
US-10147134-B2,AU-2012212601-B2
US-10147134-B2,CN-105787764-A
US-10147134-B2,US-9449342-B2
US-10147134-B2,US-9495386-B2
US-2017339100-A1,US-2016028717-A1
US-2016127500-A1,US-2016048537-A1
US-2016127500-A1,US-2016104253-A1
US-2016127500-A1,US-2016179847-A1
US-2016127500-A1,US-2016196337-A1
US-2017102855-A1,US-2016086241-A1
US-2018108165-A1,US-2016112761-A1
US-2018108165-A1,US-2016225053-A1
US-2018013848-A1,US-2016210578-A1
US-2018260864-A1,US-2016026934-A1
US-2018260864-A1,US-9514422-B2
US-2016035000-A1,US-2016026926-A1
US-2016087943-A1,US-2016248795-A1
US-2017097756-A1,US-9530163-B2
US-2017236333-A1,US-2016180562-A1
US-2017236333-A1,US-2016180449-A1
US-2017019529-A1,US-2016078512-A1
KR-101719460-B1,KR-101618363-B1
US-10222634-B2,US-2016299360-A1
US-10318930-B2,US-2016092970-A1
US-10318930-B2,US-2016189259-A1
US-10318930-B2,US-2016189116-A1
US-10318930-B2,US-2016189440-A1
US-10281989-B2,US-2016086391-A1
US-10046637-B2,US-2016039430-A1
US-10046637-B2,US-9288270-B1
US-10354460-B2,US-9229905-B1
US-10354460-B2,US-2016086391-A1
US-10360760-B2,US-2016012509-A1
US-10360760-B2,US-2016041000-A1
US-10360760-B2,US-2016048905-A1
US-10360760-B2,US-9282161-B1
US-10360760-B2,US-9311685-B2
US-10360760-B2,US-2016148299-A1
US-10540895-B2,US-9384609-B2
US-10380662-B2,US-2016093007-A1
US-10380662-B2,US-2016132891-A1
US-10427424-B2,US-2016171597-A1
US-10427424-B2,US-2016189284-A1
US-10427424-B2,US-2016189288-A1
US-10489863-B1,US-2016110622-A1
US-10497033-B2,US-9430791-B1
US-10431018-B1,US-9282430-B1
US-10431018-B1,US-2016092962-A1
US-10431018-B1,US-9317983-B2
US-10431018-B1,US-9384491-B1
US-10572312-B2,US-2016065417-A1
US-10078511-B2,US-2016019636-A1
US-10134031-B2,US-2016048830-A1
US-10242399-B2,US-2016255969-A1
US-10327016-B2,US-9360945-B2
US-10334078-B2,US-2016232546-A1
US-10334078-B2,US-2016343052-A1
TW-I679547-B,CN-105976231-A
US-2018025190-A1,US-2016092847-A1
US-2017178371-A1,US-9436704-B2
US-2017227368-A1,US-2016027307-A1
US-2016253573-A1,US-9355421-B2
US-2016203139-A1,US-2016335603-A1
US-2016117609-A1,US-9432468-B2
US-2016275152-A1,US-2016086250-A1
US-2016275152-A1,US-9454782-B2
US-10028081-B2,US-2016335686-A1
US-10121039-B2,US-2016171597-A1
US-10121039-B2,US-2016189284-A1
US-10121039-B2,US-2016189288-A1
US-10129023-B2,US-9374422-B2
US-10193769-B2,US-2016019636-A1
US-10193769-B2,US-2016065417-A1
US-10200752-B2,US-9338054-B2
US-10217326-B2,US-9227136-B2
US-10217326-B2,US-2016086447-A1
US-10217326-B2,US-2016086453-A1
US-10319042-B2,US-2016098790-A1
US-10360560-B2,US-2016379205-A1
KR-20180093527-A,KR-20160047363-A
US-2016125041-A1,US-2016217522-A1
US-2016125041-A1,US-2016217521-A1
US-2016125460-A1,US-9299099-B1
US-2016192143-A1,US-9253631-B1
US-2018285946-A1,US-2016171584-A1
US-2017026400-A1,US-2016248795-A1
US-2017196032-A1,US-2016041820-A1
US-2018139384-A1,US-2016253058-A1
US-2019107845-A1,US-2016357183-A1
US-2017192994-A1,US-2016036739-A1
US-2018263182-A1,US-2016092950-A1
US-2017254554-A1,US-2016161138-A1
US-2017251106-A1,US-9325847-B2
US-2017251106-A1,US-2016212267-A1
US-10443266-B2,US-2016092954-A1
US-10534331-B2,US-9311685-B2
US-10560313-B2,US-2016155069-A1
US-10529015-B1,US-2016132960-A1
US-10585903-B2,US-9378277-B1
US-10438176-B2,US-2016232515-A1
CN-106934734-A,CN-106204355-A
CN-107918900-A,CN-105631725-A
CN-106779735-A,CN-105427155-A
CN-108011905-A,CN-105976222-A
CN-107257312-B,CN-106156941-A
CN-106559211-A,CN-105976231-A
CN-107018209-A,US-2016050279-A1
CN-107609933-A,CN-105869040-A
CN-106915083-B,CN-105874498-A
CN-108163198-A,US-2016068264-A1
CN-107909729-A,CN-105427153-A
US-2017131115-A1,US-9230440-B1
US-2018089869-A1,US-2016223339-A1
US-2016117781-A1,US-2016071115-A1
US-2016300283-A1,US-9245231-B2
US-10375009-B1,US-2016005106-A1
US-10496107-B2,US-2016185466-A1
US-10567585-B2,US-2016042419-A1
US-10511443-B1,US-2016026997-A1
US-10511443-B1,US-9324067-B2
US-2017352093-A1,US-2016042445-A1
US-2017348928-A1,US-2016161760-A1
US-2017017981-A1,US-2016171582-A1
US-10423220-B2,US-2016042443-A1
US-10423220-B2,US-2016042565-A1
US-10423220-B2,US-2016109954-A1
US-10514816-B2,US-2016034845-A1
US-10412096-B2,US-2016275534-A1
KR-20180064708-A,KR-20160070498-A
KR-20180082152-A,KR-101662707-B1
KR-101866748-B1,KR-20160009163-A
US-10008087-B2,US-2016092950-A1
US-10152884-B2,US-9412273-B2
US-10007654-B2,US-2016098779-A1
US-10238278-B2,US-2016071225-A1
US-10326742-B1,US-9342849-B2
US-10121175-B2,US-9384506-B2
US-10121175-B2,US-2016283997-A1
US-10212157-B2,US-9317860-B2
US-10120880-B2,US-9245350-B1
US-10120880-B2,US-2016104303-A1
US-10120880-B2,US-9524563-B2
US-10296889-B2,US-2016005028-A1
US-10296889-B2,US-9305310-B2
US-10296889-B2,US-2016104228-A1
US-10158259-B1,US-2016005068-A1
US-10044409-B2,US-9443417-B2
US-10275613-B1,US-2016314479-A1
US-10310500-B1,US-2016104099-A1
US-10026094-B2,US-2016005028-A1
US-10026094-B2,US-9305310-B2
US-10026094-B2,US-2016104228-A1
US-10026094-B2,US-9324067-B2
US-10026094-B2,US-2016253665-A1
US-10026094-B2,US-9483763-B2
US-10176443-B2,US-2016027307-A1
US-10188890-B2,US-2016063615-A1
US-10220259-B2,US-2016063615-A1
US-10334050-B2,US-2016001720-A1
US-10341736-B2,US-9246866-B1
US-10509672-B2,US-2016071111-A1
